,articleID,authors,journal,number,pages,title,volume,year,citations,correspondingAuthor,keywords,reviewers,abstract,edition_year,conference,edition_id,edition_number,city,start_date,end_date,issn,volume_id
56,57,Anja Theuner,IWBS Report,,,"""Dictionary Dialog"" - Entwurf des Funktionsumfangs für eine Benutzerschnittstelle eines integrierten maschinellen/maschinenunterstützten Übersetzungssystems und prototypische Erstellung der Bildschirmfolge für die Funktion ""Semantische Relation""",220,1992,515|28803|28814|29078|28951|29079|544|163|28715|28978|308|28730|28862|194|324|585|465|28884|349|360|28904|28905|120|378,Anja Theuner,data storage|data processing|data querying|big data|big data|data processing,Eddie Conlon|Ray Chu|Jonathan Bauer,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",1992.0,NeurIPS,NeurIPS_24,24.0,Tokyo,10-03-1992,15-03-1992,25355511,25355511-220
57,58,Brigitte Bartsch-Spörl,LILOG-Memo,,,Zur Behandlung komplexer Objekte in LILOG,4,1987,130|267|395|29075|412|28707|164|29094|29097|54|28737|28740|330|28749|28759|28765|29024|29046|379|380,Brigitte Bartsch-Spörl,computer vision|expert systems|natural language processing|genetic algorithms|neural networks,Ming Shan|Angel Peiró-Signes|Christopher Brandl|Klaus Jansen|Claus-Rainer Rollinger,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,47535734,47535734-4
58,59,Peter H. Schmitt,LILOG-Report,,,Computational aspects of three-valued logic,26,1987,28737|28857|453|28710|551|377|431|178|61|468|28855|28889|442|28989|479,Peter H. Schmitt,machine learning|genetic algorithms|expert systems|knowledge representation,Amin Asadi|Nassim Kazitani|Bert Gordijn|Jameson M. Wetmore,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",1987.0,ACL,ACL_19,19.0,London,20-07-1987,21-07-1987,94080827,94080827-26
59,60,Christoph Beierle|Udo Pletat,LILOG-Report,,,Semantics of Logic Programs with Equational Abstract Data Type Specifications,38,1988,363|29103|28981|28885,Christoph Beierle,risk management|risk management|security policies|information security|cybercrime,Andrzej Górski|Sara Goering|Roger Strand|Thomas Pirlein,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",1988.0,NeurIPS,NeurIPS_20,20.0,Paris,14-04-1988,17-04-1988,94080827,94080827-38
60,61,Claudia Maienborn,IWBS Report,,,Processing Spatial Knowledge in LILOG,157,1991,28673|28931|452|485|359|362|29100|216|316|285,Claudia Maienborn,data management|data storage|big data,Niklas Ellerich-Groppe|Bernd Walter|Jennifer A. Brundage|Charles Verharen|Andreas Arning,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",1991.0,AAAI,AAAI_23,23.0,London,03-11-1991,07-11-1991,25355511,25355511-157
61,62,Angelika Storrer|Brigitte Bläser|Ulrike Schwall,IWBS Report,,,A Reusable Lexical Database Tool for Machine Translation,231,1992,261|28940|530|29075|29080|29083|28699|28706|28711|28968|29097|28843|312|28989|318|449|28998|28870|28745|28746|28750|462|28762|485|511,Ulrike Schwall,network security|cybersecurity|network security|security policies|network security,Rainer Hettich|Siti Nurani Mohd Nor|Alex A. Karner,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,25355511,25355511-231
62,63,Esther König,IWBS Report,,,Der Lambek-Kalkül. Eine Logik für lexikalische Grammatiken,146,1990,226|28804|28709|40|28744|523|269|496|211|181|310|313,Esther König,data querying|data processing|indexing|data management|big data|data modeling,Jan-J. Rückmann|Brian Bowe|Boris Kotchoubey,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,25355511,25355511-146
63,64,Claudia Mrotzek,IWBS Report,,,Parenthetische Konstruktionen des Deutschen.,199,1991,29057|28929|516|141|29072|28688|536|28957|413|422|551|307|435|28980|321|28878|28754|28764|29029|108,Claudia Mrotzek,computer vision|reinforcement learning|bayesian networks|genetic algorithms,Ingo Raasch|R. J. Gardner|David D. Woods|Ning Wang,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,25355511,25355511-199
64,65,Birgit Wesche,IWBS Report,,,Symmetric Coordination: An Alternative Theory of Phrase Structure,241,1992,4|28822|280|412|289|29091|423|28838|28852|443|28860|468|479|29028|28778|368|500|251,Birgit Wesche,expert systems|bayesian networks|genetic algorithms,Kai-Uwe Carstensen|Kelly Laas|Peter Rossmanith|Michael L. Brodie,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,25355511,25355511-241
65,66,Rudi Studer|Stefan Börner,LILOG-Report,,,An Approach to Manage Large Inheritance Networks,8,1987,3|84,Stefan Börner,expert systems|bayesian networks|expert systems,Kenneth H. Funk II|David B. Resnik|Jan Wilms|Daniele Fanelli,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",1987.0,AAAI,AAAI_19,19.0,Tokyo,05-10-1987,06-10-1987,94080827,94080827-8
66,67,Lutz Voelkel,IWBS Report,,,On the Problem of Masking Special Errors by Serial Signature Analysis,151,1999,28836|28871|29069|399|28978|503|28855,Lutz Voelkel,information security|malware analysis|security policies|risk management,José G. B. Derraik|Gregor Erbach|Christine Killoran|Peter H. Schmitt,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",1999.0,AAAI,AAAI_31,31.0,London,03-05-1999,05-05-1999,25355511,25355511-151
67,68,Peter H. Schmitt,LILOG-Report,,,Eine dreiwertige Logik zur Verarbeitung partieller Information,27,1987,22|28959|160|544|28707|28712|432|29104|306|434|28857|455|28753|29011|468|470|28886|29022|352|230|29033|29041|120,Peter H. Schmitt,cybercrime|cybercrime|threat detection|malware analysis,Pierre Laurent-Puig|Sean Valles|Finbarr C. Martin|Thomas Ludwig 0001|Kokab Khalili Paji,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",1987.0,AAAI,AAAI_19,19.0,Tokyo,05-10-1987,06-10-1987,94080827,94080827-27
68,69,Stefan Böttcher,IWBS Report,,,An Inference Engine for Function Free Logic Programs,132,1990,29056|28933|28943|29083|29090|28965|422|28968|28976|28984|186|28989|447|212|28886|29020|28892|484|28903|28908|28918,Stefan Böttcher,network security|network security|vulnerability,Kurt Eberle|Tom Børsen|Norbert Th. Müller|R. J. Gardner,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,25355511,25355511-132
69,70,Kai-Uwe Carstensen,IWBS Report,,,Aspekte der Generierung von Wegbeschreibungen,190,1991,28757,Kai-Uwe Carstensen,bayesian networks|computer vision|neural networks|computer vision|bayesian networks|computer vision,Kai von Luck|Sonja Müller|Aaron Pratt Shepherd|Jukka Varelius|Michael Tarnowski,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",1991.0,NeurIPS,NeurIPS_23,23.0,San Francisco,19-02-1991,20-02-1991,25355511,25355511-190
70,71,Martin Hübner|Ulrike Weiland,IWBS Report,,,Das Projekt EXCEPT: Expert-System for Computer-Aided Environmental Planning Tasks,114,1990,546|163|257|28802|29005|366|17|369|308|535|538|507|348|414,Martin Hübner,cybersecurity|malware analysis,Michael D. Mumford|Magdalena Grohman|Michael W. Kalichman,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",1990.0,NeurIPS,NeurIPS_22,22.0,London,13-12-1990,18-12-1990,25355511,25355511-114
71,72,Egon Börger|Peter H. Schmitt,IWBS Report,,,A Formal Operational Semantics for PROLOG III: Using Dynamic Algebras,144,1990,130|29063|28944|28823|28828|291|548|28710|28853|316|448|28870|28879|338|468|213|88|349|491|28781,Peter H. Schmitt,malware analysis|vulnerability|threat detection|network security|malware analysis,Manfred Laumen|Philip Robichaud|Philip Brey,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,25355511,25355511-144
72,73,Michael Czymmeck,IWBS Report,,,Subsumtion für eine erweiterte attributive Sortenbeschreibungssprache,83,1989,384|391|28945|281|28825|283|28960|167|303|305|440|187|62|28751|28881|211|349|222|103|488,Michael Czymmeck,knowledge representation|neural networks|bayesian networks,Christoph Meinel|Petra Ludewig|David Beech|Rainer Tichatschke,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,25355511,25355511-83
73,74,Michael Tarnowski,IWBS Report,,,Mathematische Grundlagen der formalen Linguistik - Ein Kompendium,121,1990,28674|130|517|7|263|28689|540|28830|545|551|426|28989|28735|28873|28745|29003|460|29013|347|495|367|28921|29054,Michael Tarnowski,data querying|data modeling|data storage|data processing|data modeling,Christoph Meinel|Simone Pribbenow|Siegfried Kanngießer|Savita Lasrado,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",1990.0,ICML,ICML_22,22.0,Paris,08-12-1990,10-12-1990,25355511,25355511-121
74,75,Helmar Gust|Mechthild Rickheit|Petra Ludewig,LILOG-Report,,,Die Struktur des Lexikons für LILOG,29,1988,32|326|167|29096|28890|28877|462|29103|28912|29042|437|281|286,Petra Ludewig,data modeling|data processing|data management,Christoph Meinel|Mariachiara Tallacchini|Shahryar Sorooshian,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,94080827,94080827-29
75,76,Kai von Luck|Martin Hübner|Ulrike Weiland,IWBS Report,,,Die Konzeption des EXCEPT-Systems: Ein Überblick,130,1990,536|28931|28859,Ulrike Weiland,network security|vulnerability|cybercrime|penetration testing,Claus-Rainer Rollinger|José G. B. Derraik|Jesse Engebretson|Markus Wiegelmann|Ioanna Semendeferi,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,25355511,25355511-130
76,77,Elisabeth Neugebauer,IWBS Report,,,"Richtungsangabe oder Wegkonnektor? Rämliches ""Zurück"" und seine Semantik",210,1992,28685|28686|399|28692|537|281|29095|296|28846|28986|28991|219|29020|28765|481|29025|28899|485|29040|509,Elisabeth Neugebauer,penetration testing|malware analysis|cybersecurity|risk management,Edward J. Calabrese|Stefan J. Schierholz|Christoph Beierle,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,25355511,25355511-210
77,78,Mohammed Nadjib Khenkhar,LILOG-Report,,,Vorüberlegungen zur depiktionalen Repräsentation räumlichen Wissens,19,1988,29063,Mohammed Nadjib Khenkhar,vulnerability|risk management|malware analysis|cybercrime|network security|vulnerability,David Beech|Mladen Petrovecki|Farshad Nayeri|Koos van der Bruggen,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,94080827,94080827-19
78,79,Eric Mays|Sitaram Lanka,IWBS Report,,,Fully Persistent B,135,1990,28675|29060|8|28686|28700|28719|28729|444|447|321|29003|28876|203|28751|29016|88|29019|29022|28900|115,Eric Mays,data querying|big data|big data|data modeling,Christoph W. Keßler|Sidney W. A. Dekker|Luciano Floridi,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",1990.0,CVPR,CVPR_22,22.0,New York,14-11-1990,16-11-1990,25355511,25355511-135
79,80,Petra Maier,LILOG-Report,,,Der modale Infinitiv: Syntaktische oder lexikalische Beschreibung?,11,1987,28993|290|163|390|360|105|28811|269|29075|28829|28922|61|445,Petra Maier,cybersecurity|cybersecurity|threat detection,Ilja L. Bongers|Barbara E. Ribeiro|Rebecca Nast|Harald Luschgy|Matthew J. Brown,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",1987.0,AAAI,AAAI_19,19.0,Tokyo,05-10-1987,06-10-1987,94080827,94080827-11
80,81,Bruce G. Lindsay 0001|Michel E. Adiba,"Research Report / RJ / IBM / San Jose, California",,,Database Snapshots.,RJ2772,1980,28710|111|28787|245|344|29082,Bruce G. Lindsay 0001,data storage|data processing|data storage|indexing|data processing|data processing,Jörg Heinrich|Victor Klee|Christoph Meinel|Paul Tubig,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",1980.0,CVPR,CVPR_12,12.0,London,02-11-1980,05-11-1980,55745126,55745126-RJ2772
81,82,Birgit Wesche,LILOG-Report,,,"At Ease with ""AT""",23,1987,258|519|395|28815|29071|28692|405|300|178|28852|28859|446|28746|459|90|28762|28900|359|108|116,Birgit Wesche,network security|cybersecurity|information security,Reinhard Kreissl|Raymond E. Spier|Louise Bezuidenhout,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",1987.0,AAAI,AAAI_19,19.0,Tokyo,05-10-1987,06-10-1987,94080827,94080827-23
82,83,Stefan Börner,LILOG-Report,,,Datenbankunterstützung für wissensbasierte Systeme,10,1987,385|321|548|28804|28836|132|29017|415|370|28695|504|28761|29082|28957|318|57,Stefan Börner,risk management|malware analysis|risk management,Markus Wiegelmann|Mark Coeckelbergh|Lisa M. Rasmussen,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",1987.0,AAAI,AAAI_19,19.0,Tokyo,05-10-1987,06-10-1987,94080827,94080827-10
83,84,Ewald Lang|Gudrun Klose|Thomas Pirlein,IWBS Report,,,"Die Ontologie und Axiomatik der Wissensbasis von LEU/2 - Erfahrungen, Probleme, Ausblicke",171,1991,28963|523|235|494|28942|28715|29041|529|339|466|28885|29049|319,Ewald Lang,genetic algorithms|deep learning|genetic algorithms|bayesian networks,Rustam Mubarakzjanov|Jaime A. Teixeira da Silva|Klaus Lux|Jochen Dörre|Ingrid Renz,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,25355511,25355511-171
84,85,Gerd Kortüm,IWBS Report,,,Temporales Schließen in einem natürlichsprachlichen System,162,1991,384|352|28993|67|28709|146|28723|28830,Gerd Kortüm,penetration testing|information security|penetration testing|penetration testing|penetration testing,Guillaume Vogt|Arthur Caplan|Ioanna Semendeferi|Mohammed Madadin,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,25355511,25355511-162
85,86,Ipke Wachsmuth,IWBS Report,,,Zur intelligenten Organisation von Wissensbeständen in künstlichen Systemen,91,1989,,Ipke Wachsmuth,computer vision|computer vision|natural language processing|genetic algorithms|reinforcement learning,Lambèr M. M. Royakkers|Arne Pott|David L. Evers,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",1989.0,NeurIPS,NeurIPS_21,21.0,Paris,08-10-1989,11-10-1989,25355511,25355511-91
86,87,Christoph Beierle|Udo Pletat,LILOG-Report,,,The Semantics of Asserting and Retracting Clauses to Logic Programs,7,1987,259|28804|29066|535|28826|540|29089|28966|295|28968|426|54|28864|325|462|207|28899|241|29044|374|119|29052,Udo Pletat,expert systems|machine learning|genetic algorithms|expert systems|expert systems,Harald Luschgy|Matthew J. Drake|Tomas Kliestik|Matthias Heinkenschloss,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,94080827,94080827-7
87,88,Christoph Beierle|Egon Börger,IWBS Report,,,Correctness Proof for the WAM,205,1991,261|9|524|281|28960|28965|28860|28740|211|347|28891|219|29027|357|360|29034|29036|28782|29046|28670,Egon Börger,data querying|data querying|data management|data querying,Jordan Gergov|Christoph Meinel|Christoph Lutz|Reiner Horst,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,25355511,25355511-205
88,89,Birgit Wesche|Ingrid Renz,LILOG-Report,,,Word Order and Focus Projection,13,1987,152|205,Birgit Wesche,knowledge representation|knowledge representation,Gad Perry|Paul Partlow|Aceil Al-Khatib,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,94080827,94080827-13
89,90,Kai von Luck,IWBS Report,,,KL-ONE: Eine Einführung,106,1990,256|28807|17|406|534|28701|28708|170|28970|28844|306|321|28874|29004|28756|354|28906|124,Kai von Luck,cybersecurity|information security|penetration testing|information security|penetration testing,Beuy Joob|Jeffrey M. Warrender|Christoph Beierle|Shahryar Sorooshian|Christoph Meinel,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,25355511,25355511-106
90,91,Stefan Böttcher,IWBS Report,,,Improving the Concurrency of Integrity Checks and Write Operations,134,1990,28801|28684|14|29071|400|17|533|283|413|28958|28833|37|298|28977|28855|64|28738|28743|457|28881|353|28770|486|28911|376|379|28797,Stefan Böttcher,data management|big data|data management,Ramón A. Feenstra|Nguyen V. Thoai|Tanuj Kanchan|Peter Gritzmann|Shane Epting,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",1990.0,ACL,ACL_22,22.0,New York,20-05-1990,22-05-1990,25355511,25355511-134
91,92,Noam Paz,IWBS Report,,,Über Vergleichskonstruktionen,96,1989,28673|9|523|396|28685|270|529|28945|43|28974|28732|28993|29007|29011|28761|477|351|28770|354,Noam Paz,indexing|indexing,E. Michelle Todd|Michelle Leonard|Gary Santillanes,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,25355511,25355511-96
